puma,year,mergeid,estimate_black_females,estimate_total_pop,percent_black_only,percent_black_women,quantile_black_women,gini_index,percent_second_mortgage,percent_owner_occupied,percent_renter_occupied,percent_vacant_housing,homeowner_vacancy_rate,rental_vacancy_rate,percent_same_house_1_year,percent_no_plumbing,percent_no_kitchen,percent_overcrowding,avg_household_size,percent_owner_cost_burdent,rent_median_dollars,percent_renter_cost_burden,median_value_home,median_income,percent_below_poverty,percent_units_mortgage,percent_hispanic,percent_white_only,percent_american_indian,percent_asian,percent_hawaiian,percent_other_race,percent_twomore_races,disability_status,total_housing_units,num_renter_occupied,num_owner_occupied,num_total_occupied,percent_born_us,english_prof,percent_college,percent_uninsured,percent_unemployed
3604113,2014,3604113 _ 2014,12221,134884,16.4,9.06037780611488,3,0.4386,17.6,65.4,34.6,5.9,1.0,2.0,91.6,0.4,0.5,1.7,3.34,50.1,1355,52.6,436000,61589,10.5,68.1,23.8,34.5,0.7,19.4,0.1,22.3,6.6,10.4,42833,13927,26364,40291,51.0,12.7,20.1,15.0,7.1
3604114,2014,3604114 _ 2014,24816,117470,38.5,21.1253937175449,4,0.4915,18.3,37.4,62.6,12.4,2.5,4.4,89.9,1.1,0.6,2.4,2.82,46.2,1013,44.9,445200,47926,17.2,64.6,22.8,48.7,0.2,3.1,0.1,7.0,2.4,16.0,45397,24883,14864,39747,70.2,14.3,25.0,11.4,6.2
3603701,2015,3603701 _ 2015,9060,109425,15.2,8.27964359150103,3,0.4938,11.5,31.6,68.4,8.7,3.3,3.0,88.9,0.3,0.6,3.5,2.52,19.6,1239,42.0,291900,58202,14.8,50.3,45.7,44.0,0.5,5.3,0.1,30.2,4.8,10.9,45131,28171,13038,41209,63.2,20.6,38.6,11.0,6.8
3603702,2015,3603702 _ 2015,54481,143158,68.3,38.0565528995935,5,0.4518,12.4,36.6,63.4,7.6,2.0,4.7,90.2,0.3,0.8,3.0,2.99,54.8,1186,51.3,394500,45728,18.3,72.0,22.7,12.3,0.6,2.2,0.1,13.9,2.6,12.2,51281,30027,17367,47394,55.2,9.0,22.5,12.5,9.3
3603703,2015,3603703 _ 2015,21425,124045,30.1,17.2719577572655,4,0.4487,11.1,43.5,56.5,6.3,1.6,1.9,91.3,0.2,0.5,1.0,2.56,33.8,1108,40.0,344300,54908,10.0,51.7,36.2,42.1,0.4,3.0,0.0,20.7,3.6,14.4,50011,26479,20405,46884,72.8,11.9,25.3,8.1,6.1
3603704,2015,3603704 _ 2015,16646,130836,24.4,12.722798006664801,3,0.47100000000000003,15.3,28.1,71.9,6.4,1.9,2.7,89.8,0.2,0.5,4.4,2.9,47.4,1192,47.2,428200,46305,18.6,65.6,44.9,33.1,0.5,8.1,0.0,30.2,3.5,13.3,46919,31580,12359,43939,57.8,22.7,23.6,13.1,8.3
3603705,2015,3603705 _ 2015,31317,170324,33.1,18.3867217773185,4,0.5002,13.9,7.2,92.8,7.7,6.4,3.3,87.5,0.7,0.7,5.4,2.95,55.3,920,52.0,367900,22632,41.7,70.3,63.6,13.8,0.5,0.8,0.1,48.9,2.9,13.7,59979,51406,3974,55380,59.9,27.5,12.3,13.9,10.1
3603706,2015,3603706 _ 2015,12849,128610,19.3,9.99066946582692,3,0.4773,14.3,6.3,93.7,5.6,3.7,2.3,87.5,0.7,1.3,6.4,2.87,37.9,1150,55.8,209500,32179,30.6,67.7,67.2,17.3,0.7,6.7,0.0,50.9,5.0,13.1,46707,41339,2767,44106,49.8,35.2,17.8,14.9,9.8
3603707,2015,3603707 _ 2015,22877,135594,31.5,16.8716904877797,4,0.4882,14.6,3.6,96.4,6.2,7.3,2.7,88.9,0.5,1.0,6.9,2.97,60.8,1059,59.2,399700,24165,40.1,66.7,68.8,10.7,0.6,1.6,0.1,52.2,3.2,14.6,47478,42945,1606,44551,51.9,36.4,12.7,16.0,9.0
3603708,2015,3603708 _ 2015,27358,141348,36.3,19.355066927017,4,0.4881,12.5,7.4,92.6,5.9,5.9,2.7,91.7,0.6,0.6,7.9,2.9,43.0,1055,56.2,241800,26189,36.2,43.1,63.2,11.6,0.8,1.6,0.0,46.3,3.4,15.1,50918,44357,3564,47921,53.3,34.4,14.2,15.3,8.4
3603709,2015,3603709 _ 2015,34348,186187,34.2,18.4481193638654,4,0.4671,11.0,21.4,78.6,6.9,1.5,2.1,90.6,0.6,0.6,4.6,2.9,50.0,1084,47.7,350400,36394,25.5,67.5,58.0,21.3,0.5,7.1,0.0,32.1,4.8,12.9,68525,50108,13679,63787,57.8,24.8,16.3,14.1,8.1
3603710,2015,3603710 _ 2015,26347,158830,33.1,16.5881760372726,4,0.5014,9.2,6.5,93.5,6.8,5.5,2.7,85.2,0.7,0.9,3.8,2.96,48.0,795,48.8,315700,22001,40.9,74.6,68.5,14.0,0.5,0.9,0.1,49.0,2.3,15.0,53380,46497,3234,49731,61.1,33.7,9.7,16.0,6.9
3603801,2015,3603801 _ 2015,14024,216535,12.4,6.4765511349204505,3,0.4805,8.9,8.8,91.2,5.2,3.3,1.5,88.0,0.4,0.5,4.8,2.89,16.8,1173,46.8,393500,41687,22.2,52.5,70.6,36.0,0.9,2.8,0.2,41.8,6.0,11.6,77797,67238,6512,73750,49.0,37.9,31.6,14.8,8.8
3603802,2015,3603802 _ 2015,19861,131157,28.5,15.142920316872098,4,0.5765,11.7,13.7,86.3,8.5,3.1,4.1,84.0,0.7,1.3,3.0,2.56,19.9,1189,43.7,581800,43518,21.0,55.5,38.1,38.1,0.3,8.4,0.0,15.4,9.2,10.4,51120,40353,6429,46782,62.2,20.8,44.0,12.8,5.3
3603803,2015,3603803 _ 2015,44601,131891,63.0,33.8165606447749,5,0.5553,15.7,13.0,87.0,10.4,3.1,4.6,88.9,0.9,1.0,1.9,2.42,33.5,950,40.5,625500,38621,24.4,69.6,22.9,18.1,0.4,3.1,0.1,10.6,4.7,12.7,59417,46332,6925,53257,74.4,11.3,35.1,12.3,8.2
3603804,2015,3603804 _ 2015,23326,121669,34.4,19.1716871183292,4,0.5947,8.6,6.9,93.1,7.8,11.3,3.1,89.4,0.8,0.8,3.7,2.47,22.9,874,39.1,578000,30973,28.8,51.8,46.5,27.8,0.3,7.5,0.1,26.5,3.4,13.8,50819,43658,3212,46870,67.0,20.0,30.9,14.0,6.5
3603805,2015,3603805 _ 2015,3952,220697,3.3,1.79069040358501,2,0.5677,8.9,34.4,65.6,15.3,2.2,4.6,84.2,0.2,0.5,1.5,1.86,21.3,2012,33.5,1013800,107733,3.6,48.4,7.9,83.8,0.1,8.9,0.1,1.2,2.7,7.4,137382,76403,40000,116403,75.2,6.1,79.8,5.0,2.9
3603806,2015,3603806 _ 2015,9211,194449,8.0,4.73697473373481,3,0.5743,9.6,33.0,67.0,15.7,2.3,4.7,84.1,1.1,2.2,1.7,1.93,19.7,1787,33.2,973100,101986,6.5,56.1,14.4,75.6,0.5,8.7,0.0,3.9,3.3,9.2,116879,65963,32527,98490,74.4,8.4,75.7,5.5,3.9
3603807,2015,3603807 _ 2015,4766,149404,6.4,3.19000829964392,2,0.5738,11.8,22.8,77.2,18.5,2.4,4.8,78.6,1.1,2.0,2.1,1.73,19.9,2111,34.1,881000,97121,7.5,56.3,14.8,70.2,0.4,15.7,0.0,4.0,3.3,8.0,102836,64637,19141,83778,70.2,9.7,73.3,7.3,4.6
3603808,2015,3603808 _ 2015,2381,146468,3.5,1.6256110549744698,2,0.5342,12.3,32.0,68.0,16.6,1.5,4.5,79.4,0.2,1.0,2.1,1.75,21.1,2180,33.7,736300,104495,4.2,52.1,8.3,75.8,0.2,15.6,0.0,2.7,2.2,7.2,96190,54567,25688,80255,74.7,5.8,79.1,5.1,3.4
3603809,2015,3603809 _ 2015,7474,163970,8.8,4.558150881258769,2,0.5693,13.7,11.8,88.2,7.3,2.5,3.3,85.5,0.3,0.8,3.0,2.15,20.0,1000,39.0,619300,42102,25.0,46.0,24.7,42.0,0.4,32.1,0.1,13.1,3.5,14.0,77741,63554,8488,72042,58.4,28.6,42.9,9.6,4.6
3603810,2015,3603810 _ 2015,1639,153267,2.5,1.06937566468972,1,0.5554,14.5,29.4,70.6,14.5,3.4,4.3,78.0,0.5,0.8,2.9,1.84,24.8,2489,31.8,1083200,120408,4.2,54.4,6.8,76.4,0.2,15.8,0.0,2.0,3.2,5.5,92108,55635,23157,78792,73.9,6.2,81.8,4.6,3.3
3603901,2015,3603901 _ 2015,812,166591,1.2,0.48742128926532596,1,0.4127,17.1,80.5,19.5,3.9,0.8,3.8,95.0,0.7,0.6,0.6,2.85,37.6,1237,40.9,478200,84836,5.7,70.4,10.0,92.2,0.1,4.6,0.0,0.9,1.0,9.2,60638,11355,46932,58287,83.6,6.8,32.2,4.6,3.9
3603902,2015,3603902 _ 2015,3318,133508,4.2,2.48524432992779,2,0.445,15.0,71.0,29.0,6.3,1.7,5.4,94.9,0.7,0.5,0.8,2.76,38.6,1202,44.9,442900,74476,7.5,68.5,13.1,79.0,0.3,12.7,0.0,2.1,1.6,10.6,50460,13730,33566,47296,70.9,13.8,31.9,6.9,3.6
3603903,2015,3603903 _ 2015,22610,172382,24.5,13.1162186307155,3,0.4724,13.4,55.7,44.3,10.2,3.3,8.9,93.1,0.7,1.0,1.8,2.8,35.3,1117,47.8,376600,58985,16.9,72.7,29.1,56.1,0.3,7.7,0.0,7.5,3.8,10.1,67038,26699,33502,60201,73.3,12.7,28.3,10.0,4.5
3604001,2015,3604001 _ 2015,5179,153557,6.2,3.37268896891708,2,0.5125,9.7,16.8,83.2,6.6,2.9,2.1,89.0,0.5,1.0,3.3,2.46,40.6,1449,39.8,714000,56272,24.0,60.8,23.2,75.9,0.5,6.7,0.0,8.1,2.6,7.9,66315,51570,10383,61953,71.2,22.5,45.5,12.0,4.6
3604002,2015,3604002 _ 2015,19673,136730,27.4,14.388210341549001,3,0.4885,11.0,12.8,87.2,8.9,3.4,4.4,87.3,0.5,1.0,4.5,3.0,54.4,1240,49.0,485500,40533,27.4,71.2,62.8,43.8,0.8,4.9,0.0,19.7,3.4,8.6,49254,39125,5750,44875,56.5,30.1,21.3,23.7,9.7
3604003,2015,3604003 _ 2015,45196,139904,59.7,32.305009149130804,5,0.5208,12.4,20.9,79.1,13.0,3.9,5.3,88.2,1.1,1.0,3.2,2.74,46.9,1063,46.5,621700,36859,27.9,74.5,19.0,27.5,0.3,2.3,0.0,7.6,2.7,10.6,57868,39839,10518,50357,76.8,12.1,26.1,11.4,9.5
3604004,2015,3604004 _ 2015,20898,131889,28.2,15.845142506198401,4,0.534,14.9,30.5,69.5,10.0,2.5,2.4,84.6,0.7,1.1,2.6,2.19,31.2,1574,33.7,725400,77220,13.7,64.8,16.6,50.1,0.2,8.9,0.1,8.1,4.4,9.7,62361,38995,17137,56132,76.3,9.5,59.4,8.9,6.2
3604005,2015,3604005 _ 2015,5570,115910,8.0,4.805452506254849,3,0.49700000000000005,15.0,34.8,65.2,7.2,1.3,2.3,83.4,0.3,1.0,2.0,2.34,23.5,1876,29.7,979900,101750,7.1,69.8,18.6,71.6,0.2,6.6,0.0,8.2,5.2,7.6,52953,32037,17116,49153,78.0,8.1,70.0,8.1,5.0
3604006,2015,3604006 _ 2015,45964,125410,64.8,36.6509847699545,5,0.5142,12.2,17.3,82.7,10.7,3.3,5.6,89.5,0.8,0.5,2.5,2.4,44.4,1135,44.4,665600,42796,24.6,67.6,12.6,21.4,0.3,3.7,0.1,6.7,3.2,9.8,57448,42422,8860,51282,65.9,8.7,35.5,13.7,7.0
3604007,2015,3604007 _ 2015,57305,125747,78.7,45.5716637375047,5,0.5201,11.2,17.5,82.5,9.1,2.1,4.9,91.7,0.7,1.0,2.6,2.75,49.8,903,50.6,408200,27512,33.2,71.7,21.1,6.4,0.3,1.3,0.0,11.5,1.8,12.2,48200,36154,7655,43809,66.8,9.6,12.1,11.8,8.1
3604008,2015,3604008 _ 2015,49501,154119,57.7,32.118687507705104,5,0.4933,10.2,22.6,77.4,12.8,3.8,6.4,93.5,0.6,0.8,4.5,2.91,57.6,1080,48.0,405500,34746,27.2,77.9,37.1,22.5,0.4,4.0,0.1,13.0,2.3,11.1,59989,40515,11798,52313,59.5,15.7,14.5,10.8,6.3
3604009,2015,3604009 _ 2015,75102,208145,64.7,36.081577746282605,5,0.4384,14.4,57.8,42.2,6.4,1.9,3.6,94.3,0.6,0.6,4.1,3.03,49.1,1269,44.0,482100,65382,10.1,76.2,8.1,25.6,0.3,4.5,0.0,3.5,1.4,8.8,72992,28859,39471,68330,57.3,14.5,29.4,8.5,6.3
3604010,2015,3604010 _ 2015,70173,136530,90.8,51.3974950560316,5,0.4372,7.7,34.1,65.9,9.4,1.6,3.6,94.0,0.3,0.5,2.9,2.76,55.5,1170,49.9,422700,46725,14.6,71.9,6.7,3.0,0.2,1.3,0.0,3.4,1.4,8.5,53951,32194,16662,48856,46.0,8.9,21.2,13.7,6.5
3604011,2015,3604011 _ 2015,44298,111688,70.6,39.662273476112,5,0.4814,18.2,15.2,84.8,7.7,3.2,3.8,91.4,0.7,0.7,4.3,2.66,50.6,1182,50.3,560800,41984,17.6,66.4,9.7,20.7,0.2,2.0,0.0,4.5,2.1,8.4,44686,34950,6274,41224,56.0,11.6,26.7,13.1,8.7
3604012,2015,3604012 _ 2015,2203,152612,3.4,1.44352999764108,1,0.4944,13.0,25.4,74.6,7.0,1.7,3.1,86.4,0.5,1.0,7.3,3.25,47.2,1280,51.6,659400,45509,26.2,57.1,42.0,35.3,0.7,31.7,0.0,26.0,3.0,8.3,49711,34507,11742,46249,47.7,48.2,25.3,18.5,5.6
3604013,2015,3604013 _ 2015,1024,129717,1.6,0.789410794267521,1,0.4808,12.4,38.8,61.2,8.0,1.7,3.6,90.2,0.3,0.9,4.4,2.6,40.0,1322,43.6,680600,59466,13.6,53.1,15.1,65.3,0.3,23.9,0.0,6.4,2.3,9.8,53943,30373,19259,49632,57.9,28.3,38.7,9.7,5.3
3604014,2015,3604014 _ 2015,1739,165372,2.3,1.05156858476647,1,0.5003,15.7,32.5,67.5,6.6,1.7,2.7,94.1,0.4,0.9,6.8,3.52,58.6,1307,60.2,714400,40934,27.4,56.4,11.7,74.7,0.3,13.5,0.0,7.6,1.6,8.6,49901,31440,15163,46603,66.3,32.6,26.2,9.8,3.8
3604015,2015,3604015 _ 2015,30933,161205,33.9,19.1886107751,4,0.4976,19.6,22.3,77.7,5.3,1.8,2.4,92.6,0.5,1.0,6.2,2.81,45.1,1233,50.4,649000,45316,16.9,64.0,14.5,43.7,0.2,10.6,0.0,9.4,2.3,9.8,60268,44331,12750,57081,54.3,27.7,36.1,12.5,6.0
3604016,2015,3604016 _ 2015,3558,149519,4.0,2.37963068238819,2,0.491,19.0,47.0,53.0,8.0,2.3,3.2,92.2,0.3,1.0,2.5,2.64,47.4,1210,48.2,541300,51853,13.5,50.4,8.4,74.7,0.3,16.6,0.0,2.9,1.4,11.5,61169,29850,26432,56282,51.0,32.7,38.3,8.2,5.0
3604017,2015,3604017 _ 2015,1136,189387,1.2,0.599829977770385,1,0.47100000000000003,14.0,35.9,64.1,6.3,1.7,2.9,91.3,0.3,0.8,3.5,2.97,51.4,1208,46.3,652700,50092,15.7,51.1,14.0,51.3,0.1,39.0,0.0,7.3,1.2,10.3,67623,40649,22740,63389,42.6,47.3,27.6,12.6,5.7
3604018,2015,3604018 _ 2015,7248,107818,12.1,6.722439666845981,3,0.5475,19.6,29.4,70.6,9.0,4.5,3.3,92.5,0.5,0.7,3.4,2.4,42.9,933,47.3,427500,32144,20.6,42.4,14.8,65.6,0.5,14.1,0.0,5.9,1.9,19.0,48650,31259,13007,44266,43.5,43.5,34.7,10.4,6.3
3604101,2015,3604101 _ 2015,7289,173828,7.6,4.19322548726327,2,0.4648,12.0,18.1,81.9,8.3,0.8,3.1,87.2,0.3,0.5,2.3,2.35,44.0,1421,40.5,597900,53270,14.4,46.1,27.8,63.8,0.4,14.8,0.1,10.2,3.0,9.4,80151,60199,13311,73510,55.8,24.8,42.6,15.4,6.0
3604102,2015,3604102 _ 2015,6441,183644,6.6,3.50732939818344,2,0.4319,11.0,32.8,67.2,7.5,2.3,2.4,91.5,0.8,1.5,8.0,3.24,47.9,1364,53.3,413600,50095,16.1,59.4,66.8,43.8,0.5,16.5,0.0,29.1,3.4,7.7,60755,37745,18425,56170,36.7,47.7,20.6,27.2,4.8
3604103,2015,3604103 _ 2015,3361,250097,2.4,1.3438785751128601,1,0.4664,12.7,47.6,52.4,8.4,2.6,3.5,91.0,0.3,0.8,3.5,2.84,46.5,1377,54.1,550100,52359,13.2,50.3,17.1,34.5,0.4,51.4,0.0,8.7,2.5,8.5,95157,45653,41498,87151,41.5,49.1,28.5,19.5,4.3
3604104,2015,3604104 _ 2015,1451,121032,2.2,1.1988565007601297,1,0.4199,15.2,69.7,30.3,4.8,0.9,3.5,91.5,0.3,0.6,0.6,2.75,38.4,1640,45.6,588400,78844,6.7,57.6,11.7,48.8,0.2,41.9,0.1,3.4,3.4,8.6,45919,13258,30447,43705,55.9,29.4,44.5,9.8,4.3
3604105,2015,3604105 _ 2015,62750,199745,57.7,31.4150541940975,5,0.3885,15.4,72.1,27.9,5.7,1.1,3.3,92.0,0.3,0.6,1.0,3.25,40.0,1459,44.6,413500,77227,6.9,70.0,11.7,17.5,0.2,15.1,0.1,5.7,3.8,9.9,64119,16902,43578,60480,56.8,12.4,28.8,9.8,5.9
3604106,2015,3604106 _ 2015,11438,160025,12.3,7.147633182315261,3,0.4507,13.5,45.8,54.2,5.7,1.7,2.1,89.6,0.1,0.3,2.6,2.81,41.4,1344,48.0,495400,60287,11.6,57.8,18.4,39.7,0.2,33.9,0.0,9.7,4.1,8.7,58265,29796,25170,54966,50.8,27.0,40.0,11.6,5.8
3604107,2015,3604107 _ 2015,6759,143434,8.9,4.7122718462847,2,0.4429,8.8,23.2,76.8,7.1,2.2,1.8,90.4,0.8,2.2,8.9,3.24,57.8,1378,54.9,446500,45569,19.2,53.0,50.3,38.7,0.6,33.7,0.0,15.8,2.4,9.3,47335,33791,10195,43986,34.0,52.0,21.5,25.0,3.9
3604108,2015,3604108 _ 2015,1701,114489,3.4,1.4857322537536397,1,0.4643,9.4,44.5,55.5,6.8,1.1,2.4,90.6,0.4,0.8,2.6,2.2,24.2,1459,44.5,339600,65504,7.9,55.3,15.0,61.4,0.3,26.9,0.1,4.6,3.4,11.2,55445,28700,22993,51693,48.1,25.9,54.1,8.5,4.1
3604109,2015,3604109 _ 2015,1258,138596,2.1,0.90767410314872,1,0.455,10.2,27.1,72.9,8.4,1.8,2.6,89.4,0.3,1.0,4.6,2.65,38.8,1479,45.4,474700,56870,11.2,56.7,32.9,51.0,0.2,35.6,0.0,8.1,2.9,6.6,56590,37818,14031,51849,41.8,39.5,37.2,20.6,4.0
3604110,2015,3604110 _ 2015,1610,170817,1.9,0.942529139371374,1,0.4451,12.3,41.3,58.7,8.1,0.4,3.9,92.3,0.6,0.8,1.3,2.77,45.9,1319,44.7,524400,59175,10.9,57.7,36.0,82.0,0.2,7.8,0.0,6.3,1.8,7.1,66907,36073,25389,61462,58.4,22.9,25.1,15.2,5.0
3604111,2015,3604111 _ 2015,6245,153164,7.5,4.077328876237241,2,0.4297,15.4,46.2,53.8,7.9,2.0,3.8,90.0,0.7,1.1,2.4,3.39,48.1,1382,48.0,423100,60674,14.2,70.3,41.3,37.3,0.5,26.2,0.0,22.8,5.7,9.6,48973,24261,20823,45084,45.9,25.7,25.9,14.6,6.0
3604112,2015,3604112 _ 2015,85173,236745,65.0,35.9766837736805,5,0.4298,14.1,48.7,51.3,7.1,2.6,2.7,90.7,0.2,0.3,3.3,3.29,49.2,1195,50.3,379300,53830,12.2,76.1,17.1,6.0,0.5,11.5,0.0,13.4,3.5,11.0,76342,36385,34529,70914,56.3,14.2,20.3,13.5,8.9
3604113,2015,3604113 _ 2015,12316,136623,16.6,9.014587587741449,3,0.4415,15.0,64.1,35.9,6.6,1.4,2.2,91.9,0.3,0.3,1.8,3.42,46.9,1366,51.0,429900,62375,10.8,67.3,25.0,33.8,0.7,20.3,0.1,22.6,5.9,10.5,42654,14302,25532,39834,51.0,13.0,20.4,13.1,6.7
3604114,2015,3604114 _ 2015,25274,118917,38.3,21.2534793175072,4,0.4852,15.4,36.8,63.2,12.6,2.1,4.7,90.6,1.2,0.9,2.3,2.85,44.3,1050,44.0,443600,49091,16.7,62.4,23.9,48.5,0.2,3.7,0.1,6.9,2.4,16.9,45581,25200,14644,39844,69.7,13.7,25.9,10.2,5.9
3603701,2016,3603701 _ 2016,9032,109810,15.4,8.22511610964393,3,0.4924,10.4,31.6,68.4,7.3,1.7,2.5,88.6,0.5,0.8,3.5,2.5,18.4,1287,43.8,282100,58409,14.9,48.9,47.7,43.5,0.5,5.3,0.1,30.6,4.7,10.9,45000,28532,13186,41718,61.7,22.1,39.5,9.3,5.9
3603702,2016,3603702 _ 2016,54446,144341,68.4,37.720398223650896,5,0.452,11.8,36.9,63.1,7.1,2.2,4.0,89.7,0.3,0.6,3.4,2.98,52.0,1216,50.4,397000,47168,17.4,71.9,22.6,12.3,0.7,2.7,0.1,13.2,2.6,13.0,51460,30171,17646,47817,55.0,9.5,22.8,11.1,8.3
3603703,2016,3603703 _ 2016,22460,122417,31.2,18.3471249908101,4,0.4396,11.7,44.6,55.4,5.4,1.4,1.5,91.0,0.3,0.2,1.4,2.51,33.4,1130,38.6,344000,56627,9.7,50.4,37.1,41.0,0.4,3.0,0.0,20.7,3.8,15.0,49801,26096,21038,47134,71.9,12.2,25.6,7.0,5.4
3603704,2016,3603704 _ 2016,16561,129501,24.4,12.7883182369248,3,0.4687,14.2,28.4,71.6,6.1,1.8,2.6,90.0,0.4,0.7,4.3,2.87,45.5,1220,46.9,432300,47655,18.2,65.6,47.0,32.5,0.7,7.7,0.0,31.0,3.6,13.6,46791,31477,12477,43954,56.8,23.7,23.8,12.2,7.6
3603705,2016,3603705 _ 2016,31350,171849,33.3,18.2427596320025,4,0.5047,14.3,7.2,92.8,6.7,5.3,2.6,88.3,0.6,0.7,5.2,2.91,52.8,933,51.6,369100,23710,39.8,68.5,63.5,13.7,0.3,0.8,0.0,48.8,3.0,14.3,60719,52530,4103,56633,60.3,26.5,13.1,12.1,8.9
3603706,2016,3603706 _ 2016,12763,129955,18.9,9.821091916432609,3,0.4828,13.6,6.1,93.9,4.7,2.4,2.2,88.5,0.7,1.3,7.3,2.85,36.0,1166,55.0,211800,32732,29.8,64.1,69.6,17.4,0.7,6.3,0.1,51.7,4.8,12.8,47128,42178,2731,44909,48.9,36.0,17.0,14.1,9.2
3603707,2016,3603707 _ 2016,22808,136982,31.2,16.6503628213926,4,0.4923,15.8,3.3,96.7,5.6,7.4,2.7,90.4,0.5,0.9,7.5,2.96,53.5,1088,59.8,386900,24436,39.8,72.2,68.8,10.6,0.6,1.5,0.1,53.1,2.8,14.3,47836,43635,1502,45137,52.2,35.9,13.1,14.4,8.1
3603708,2016,3603708 _ 2016,26833,141055,35.1,19.0230761050654,4,0.4919,7.4,7.1,92.9,5.3,4.1,2.2,92.8,0.4,0.4,8.5,2.86,44.7,1077,54.6,203300,27102,34.7,41.2,64.1,10.3,0.6,1.7,0.0,48.6,3.6,15.2,51230,45073,3444,48517,52.2,34.8,14.8,14.1,7.4
3603709,2016,3603709 _ 2016,35002,189556,34.0,18.465255650045396,4,0.4668,9.9,21.7,78.3,5.7,1.0,2.2,91.4,0.4,0.5,4.4,2.91,51.1,1105,48.7,350200,36440,26.3,66.3,58.4,22.8,0.6,7.2,0.0,30.9,4.5,14.2,68541,50659,14004,64663,57.9,25.0,15.9,12.1,7.9
3603710,2016,3603710 _ 2016,25975,161319,32.6,16.1016371289185,4,0.5174,9.3,6.8,93.2,6.7,5.8,2.2,86.5,0.6,0.7,3.9,2.98,46.8,844,48.6,346000,23131,39.7,73.6,68.2,11.7,0.6,0.9,0.1,51.3,2.7,14.0,53895,46820,3438,50258,61.0,32.6,9.8,15.0,6.1
3603801,2016,3603801 _ 2016,14889,218698,13.0,6.808018363222341,3,0.4833,6.5,9.1,90.9,5.6,4.3,1.7,88.6,0.4,0.4,5.2,2.9,15.4,1205,46.7,394000,43307,21.8,51.7,70.1,36.6,0.9,2.8,0.1,39.8,6.8,11.8,78591,67468,6732,74200,48.8,37.4,32.2,12.9,7.9
3603802,2016,3603802 _ 2016,18218,129881,26.4,14.0266859663846,3,0.5765,12.3,14.6,85.4,9.1,2.3,4.2,84.5,0.8,1.6,2.6,2.54,15.8,1221,43.9,562200,45765,19.5,54.1,37.9,39.4,0.4,8.4,0.0,15.2,10.2,10.4,51473,39954,6832,46786,63.1,20.2,45.3,11.3,5.0
3603803,2016,3603803 _ 2016,45872,135967,62.3,33.7375980936551,5,0.562,17.2,12.5,87.5,9.9,3.7,4.7,89.5,0.7,1.0,1.9,2.45,34.1,978,40.1,646200,40816,24.7,67.8,23.6,18.4,0.5,3.2,0.1,11.1,4.4,12.2,60228,47467,6793,54260,74.1,11.3,36.1,10.5,7.6
3603804,2016,3603804 _ 2016,23372,122550,34.5,19.071399428804604,4,0.6018,7.3,7.1,92.9,6.8,8.8,3.1,89.8,0.8,0.8,3.4,2.42,24.6,887,38.1,639800,31628,29.0,53.3,45.2,30.3,0.4,7.7,0.1,23.8,3.2,14.1,51490,44543,3427,47970,68.5,18.9,32.5,11.0,5.9
3603805,2016,3603805 _ 2016,4305,221922,3.3,1.9398707654040601,2,0.5654,8.3,34.9,65.1,14.6,2.5,5.7,84.2,0.1,0.6,1.5,1.87,21.3,2102,33.4,1038200,109111,3.4,47.7,9.0,82.6,0.2,9.4,0.1,1.5,2.9,7.5,136736,76110,40713,116823,74.6,6.0,80.1,4.1,2.7
3603806,2016,3603806 _ 2016,8341,193715,7.7,4.30581008182123,2,0.5782,8.4,34.2,65.8,16.2,1.3,4.7,83.9,0.9,2.0,1.6,1.93,16.4,1851,33.1,1045900,104638,6.8,55.1,14.4,75.6,0.5,9.3,0.0,4.0,3.0,9.3,117367,64695,33636,98331,74.0,8.7,75.6,4.8,3.7
3603807,2016,3603807 _ 2016,4508,149309,6.3,3.0192419746967705,2,0.5669,11.7,22.5,77.5,19.6,3.1,6.4,79.3,0.7,1.7,2.4,1.72,20.5,2186,34.2,904700,100097,7.4,53.6,14.6,70.3,0.3,16.4,0.0,3.8,2.9,8.1,104620,65121,18958,84079,69.1,9.6,74.1,5.7,4.1
3603808,2016,3603808 _ 2016,2432,146750,3.5,1.6572402044293002,2,0.5236,9.6,32.1,67.9,17.1,2.3,5.9,79.7,0.1,0.8,2.4,1.76,20.4,2270,33.7,740400,106171,3.7,50.8,8.7,76.5,0.2,15.9,0.0,1.2,2.8,7.6,96124,54143,25554,79697,74.9,6.0,79.0,4.3,2.8
3603809,2016,3603809 _ 2016,8107,160709,9.2,5.04452146426149,3,0.5726,12.2,11.9,88.1,6.6,2.4,3.0,86.2,0.2,0.9,2.8,2.08,21.0,1051,38.2,631500,42223,23.4,46.8,24.9,43.1,0.2,31.3,0.1,12.5,3.5,13.8,77723,63907,8652,72559,59.0,27.9,43.9,8.2,4.5
3603810,2016,3603810 _ 2016,1748,155488,2.4,1.12420251080469,1,0.5521,12.4,29.3,70.7,14.7,2.5,4.7,78.6,0.3,0.6,3.1,1.87,23.2,2553,32.2,1158900,124389,4.0,53.7,7.0,76.7,0.2,16.0,0.0,1.6,3.2,5.3,92292,55616,23064,78680,73.8,6.2,81.8,4.3,3.2
