zip,month,year,price_index
10312,Aug,2013,$419K
10312,Jun,2013,$415K
10312,Mar,2013,$411K
10312,Sep,2012,$414K
10312,Nov,2011,$420K
10312,Jun,2011,$433K
10312,Mar,2014,$435K
10312,Sep,2015,$447K
10312,Apr,2016,$465K
10312,May,2016,$468K
10312,Apr,2019,$573K
10312,Jun,2018,$566K
10312,Jul,2015,$444K
10312,Feb,2015,$440K
10312,May,2013,$413K
10312,Jan,2014,$431K
10312,Jul,2016,$474K
10312,Mar,2016,$462K
10312,Jul,2013,$416K
10314,Feb,2022,$584K
10314,Jan,2022,$583K
10314,Oct,2021,$579K
10314,Dec,2021,$582K
10314,Sep,2021,$577K
10314,Jul,2021,$573K
10314,May,2021,$570K
10314,Apr,2021,$568K
10314,Feb,2021,$563K
10314,Jan,2021,$561K
10314,Nov,2020,$555K
10314,Oct,2020,$554K
10314,Sep,2020,$553K
10314,Aug,2020,$553K
10314,May,2020,$548K
10314,Mar,2020,$545K
10314,Feb,2020,$544K
10314,Jan,2020,$544K
10314,Dec,2019,$545K
10314,Nov,2019,$548K
10314,Oct,2019,$549K
10314,Sep,2019,$550K
10314,Aug,2019,$549K
10314,Jul,2019,$551K
10314,Jun,2019,$551K
10314,Apr,2020,$547K
10314,Jul,2020,$551K
10314,Mar,2021,$566K
10314,Nov,2021,$582K
10314,Aug,2021,$573K
10314,Dec,2020,$559K
10314,Jun,2020,$550K
10314,May,2019,$552K
10314,Apr,2019,$555K
10314,Mar,2019,$558K
10314,Feb,2019,$560K
10314,Jan,2019,$560K
10314,Dec,2018,$560K
10314,Jun,2021,$571K
10314,Nov,2018,$558K
10314,Oct,2018,$555K
10314,Sep,2018,$552K
10314,Aug,2018,$550K
10314,Jul,2018,$550K
10314,May,2018,$548K
10314,Apr,2018,$545K
10314,Mar,2018,$540K
10314,Feb,2018,$534K
10314,Jan,2018,$529K
10314,Dec,2017,$524K
10314,Nov,2017,$520K
10314,Oct,2017,$516K
10314,Sep,2017,$511K
10314,Aug,2017,$506K
10314,Jul,2017,$500K
10314,Jun,2017,$493K
10314,May,2017,$486K
10314,Apr,2017,$480K
10314,Mar,2017,$475K
10314,Feb,2017,$471K
10314,Nov,2016,$458K
10314,Oct,2016,$454K
10314,Sep,2016,$449K
10314,Jun,2016,$440K
10314,May,2016,$437K
10314,Mar,2016,$431K
10314,Feb,2016,$428K
10314,Jan,2016,$424K
10314,Nov,2015,$419K
10314,Sep,2015,$415K
10314,Aug,2015,$413K
10314,Jul,2015,$410K
10314,May,2015,$406K
10314,Mar,2015,$403K
10314,Feb,2015,$402K
10314,Jan,2015,$400K
10314,Dec,2014,$398K
10314,Oct,2014,$396K
10314,Aug,2014,$394K
10314,Jun,2014,$392K
10314,May,2014,$392K
10314,Apr,2014,$392K
10314,Feb,2014,$389K
10314,Nov,2013,$387K
10314,Oct,2013,$385K
10314,Sep,2013,$382K
10314,Jul,2013,$377K
10314,Apr,2013,$371K
10314,Mar,2013,$370K
10314,Dec,2012,$367K
10314,Oct,2012,$367K
10314,Jul,2012,$367K
10314,May,2012,$367K
10314,Apr,2012,$367K
10314,Mar,2012,$367K
10314,Jan,2012,$368K
10314,Nov,2011,$369K
10314,Oct,2011,$370K
10314,Aug,2011,$375K
10314,Jun,2011,$381K
10314,Apr,2011,$384K
10314,Mar,2011,$386K
10314,May,2011,$383K
10314,Jul,2011,$379K
10314,Sep,2011,$372K
10314,Dec,2011,$369K
10314,Feb,2012,$367K
10314,Jun,2012,$367K
10314,Sep,2012,$367K
10314,Jun,2013,$376K
10314,Mar,2014,$391K
10314,Sep,2014,$395K
10314,Nov,2014,$397K
10314,Apr,2015,$405K
10314,Oct,2015,$417K
10314,Jul,2016,$443K
10314,Aug,2016,$446K
10314,Jan,2017,$467K
10314,Jun,2018,$550K
10314,Apr,2016,$434K
10314,Dec,2013,$388K
10314,Aug,2013,$379K
10314,May,2013,$374K
10314,Jan,2013,$368K
10314,Nov,2012,$367K
10314,Aug,2012,$367K
10314,Feb,2013,$369K
10314,Jun,2015,$408K
10314,Dec,2016,$463K
10314,Dec,2015,$421K
10314,Jan,2014,$388K
10314,Jul,2014,$393K
10451,Feb,2021,$297K
10451,Jan,2021,$299K
10451,Dec,2020,$301K
10451,Nov,2020,$304K
10451,Oct,2020,$306K
10451,Sep,2020,$308K
10451,Aug,2020,$311K
10451,Jul,2020,$313K
10451,Jun,2020,$316K
10451,May,2020,$319K
10451,Apr,2020,$321K
10451,Mar,2020,$325K
10451,Feb,2020,$328K
10451,Jan,2020,$330K
10451,Dec,2019,$331K
10451,Nov,2019,$331K
10451,Oct,2019,$331K
10451,Sep,2019,$331K
10451,Aug,2019,$330K
10451,Jul,2019,$328K
10451,Jun,2019,$326K
10451,May,2019,$323K
10451,Apr,2019,$319K
10451,Mar,2019,$314K
10451,Feb,2019,$309K
10451,Jan,2019,$306K
10451,Dec,2018,$304K
10452,Jan,2022,$563K
10452,Sep,2021,$553K
10452,May,2021,$535K
10452,Mar,2021,$524K
10452,Dec,2020,$511K
10452,Oct,2020,$501K
10452,Jul,2020,$489K
10452,Feb,2022,$566K
10452,Mar,2020,$482K
10452,Dec,2019,$478K
10452,Nov,2019,$478K
10452,Sep,2019,$480K
10452,Jul,2019,$480K
10452,May,2019,$478K
10452,Apr,2019,$477K
10452,Jan,2019,$476K
10452,Sep,2018,$471K
10452,Jul,2018,$469K
10452,Jun,2018,$468K
10452,May,2018,$466K
10452,Apr,2018,$464K
10452,Mar,2018,$461K
10452,Feb,2018,$459K
10452,Jan,2018,$456K
10452,Nov,2017,$452K
10452,Oct,2017,$451K
10452,Aug,2017,$446K
10452,Jun,2017,$441K
10452,May,2017,$439K
10452,Mar,2017,$436K
10452,Nov,2016,$429K
10452,Aug,2016,$424K
10452,Jun,2016,$422K
10452,Apr,2016,$420K
10452,Feb,2016,$418K
10452,Jan,2016,$417K
10452,Dec,2015,$416K
10452,Nov,2015,$415K
10452,Oct,2015,$414K
10452,Sep,2015,$413K
10452,Aug,2015,$412K
10452,Jul,2015,$411K
10452,Jun,2015,$410K
10452,Apr,2015,$408K
10452,Feb,2015,$406K
10452,Dec,2014,$405K
10452,Oct,2014,$403K
10452,Sep,2014,$403K
10452,Jul,2014,$401K
10452,Jun,2014,$400K
10452,May,2014,$399K
10452,Apr,2014,$398K
10452,Mar,2014,$396K
10452,Feb,2014,$395K
10452,Jan,2014,$393K
10452,Dec,2013,$391K
10452,Nov,2013,$389K
10452,Oct,2013,$387K
10452,Aug,2013,$384K
10452,Jun,2013,$380K
10452,Feb,2013,$375K
10452,Dec,2012,$373K
10452,Nov,2012,$372K
10452,Oct,2012,$372K
10452,Sep,2012,$372K
10452,Aug,2012,$372K
10452,Jul,2012,$372K
10452,Jun,2012,$372K
10452,May,2012,$372K
10452,Mar,2012,$374K
10452,Feb,2012,$375K
10452,Jan,2012,$376K
10452,Mar,2011,$392K
10452,May,2011,$389K
10452,Aug,2011,$383K
10452,Sep,2011,$381K
10452,Oct,2011,$380K
10452,Dec,2011,$378K
10452,Apr,2013,$377K
10452,May,2015,$409K
10452,May,2016,$421K
10452,Sep,2016,$426K
10452,Dec,2016,$430K
10452,Feb,2017,$434K
10452,Apr,2017,$437K
10452,Sep,2017,$449K
10452,Aug,2018,$470K
10452,Nov,2018,$474K
10452,Feb,2019,$476K
10452,May,2020,$485K
10452,Nov,2020,$506K
10452,Jan,2021,$515K
10452,Apr,2021,$529K
10452,Jun,2021,$541K
10452,Jul,2021,$546K
10452,Dec,2021,$560K
10452,Oct,2021,$555K
10452,Feb,2021,$520K
10452,Sep,2020,$496K
10452,Jan,2017,$432K
10452,Oct,2016,$427K
10452,Jan,2015,$405K
10452,Sep,2013,$385K
10452,Jul,2013,$382K
10452,Jan,2013,$374K
10452,Apr,2012,$373K
10452,Apr,2011,$390K
10452,Jun,2011,$386K
10452,Jul,2011,$385K
10452,Nov,2014,$404K
10452,Mar,2015,$407K
10452,Jul,2017,$444K
10452,Dec,2018,$475K
10452,Mar,2019,$477K
10452,Apr,2020,$483K
10452,Jun,2020,$486K
10452,Nov,2021,$558K
10452,Aug,2021,$550K
10452,Jan,2020,$479K
10452,Aug,2019,$480K
10452,Jun,2019,$479K
10452,Dec,2017,$454K
10452,May,2013,$378K
10452,Oct,2018,$472K
10452,Oct,2019,$479K
10452,Feb,2020,$480K
10452,Aug,2020,$492K
10452,Jul,2016,$423K
10452,Mar,2016,$419K
10452,Aug,2014,$402K
10452,Mar,2013,$375K
10452,Nov,2011,$379K
10453,Feb,2022,$495K
10453,Dec,2021,$490K
10453,Sep,2021,$483K
10453,May,2021,$471K
10453,Apr,2021,$469K
10453,Mar,2021,$465K
10453,Jan,2021,$460K
10453,Nov,2020,$457K
10453,Aug,2020,$441K
10453,Dec,2019,$423K
10453,Oct,2019,$417K
10453,Aug,2019,$421K
10453,Jul,2019,$415K
10453,Feb,2019,$386K
10453,Aug,2018,$363K
10453,May,2018,$348K
10453,Apr,2018,$342K
10453,Jan,2018,$328K
10453,Oct,2017,$317K
10453,Aug,2017,$305K
10453,Jul,2017,$302K
10453,May,2017,$300K
10453,Nov,2016,$289K
10453,Jul,2016,$282K
10453,Apr,2016,$267K
10453,Feb,2016,$261K
10453,Jan,2016,$263K
10453,Dec,2015,$265K
10453,Nov,2015,$264K
10453,Oct,2015,$262K
10453,Sep,2015,$264K
10453,Aug,2015,$267K
10453,Jun,2015,$273K
10453,Apr,2015,$283K
10453,Feb,2015,$291K
10453,Dec,2014,$288K
10453,Oct,2014,$293K
10453,Sep,2014,$296K
10453,Aug,2014,$298K
10453,Jul,2014,$297K
10453,Jun,2014,$297K
10453,May,2014,$297K
10453,Apr,2014,$298K
10453,Mar,2014,$297K
10453,Feb,2014,$296K
10453,Jan,2014,$295K
10453,Dec,2013,$294K
10453,Nov,2013,$293K
10453,Oct,2013,$288K
10453,Sep,2013,$282K
10453,Aug,2013,$276K
10453,Jul,2013,$274K
10453,Jun,2013,$274K
10453,May,2013,$272K
10453,Apr,2013,$270K
10453,Mar,2013,$269K
10453,Feb,2013,$272K
10453,Jan,2013,$274K
10453,Dec,2012,$275K
10453,Nov,2012,$274K
10453,Oct,2012,$275K
10453,Sep,2012,$279K
10453,Jul,2012,$285K
10453,Jun,2012,$286K
10453,May,2012,$286K
10453,Apr,2012,$285K
10453,Mar,2012,$284K
10453,Feb,2012,$285K
10453,Dec,2011,$290K
10453,Sep,2011,$296K
10453,Aug,2011,$297K
10453,Jul,2011,$296K
10453,Jun,2011,$294K
10453,Apr,2011,$293K
10453,Mar,2011,$292K
10453,Jan,2012,$285K
10453,Aug,2012,$281K
10453,Jan,2015,$289K
10453,Mar,2015,$289K
10453,May,2015,$277K
10453,Mar,2016,$261K
10453,May,2016,$273K
10453,Aug,2016,$285K
10453,Feb,2017,$300K
10453,Apr,2017,$301K
10453,Jun,2017,$301K
10453,Sep,2017,$312K
10453,Dec,2017,$324K
10453,Jun,2018,$351K
10453,Sep,2018,$371K
10453,Nov,2018,$381K
10453,Jan,2019,$383K
10453,Jun,2019,$408K
10453,Sep,2019,$420K
10453,Feb,2020,$436K
10453,May,2020,$437K
10453,Feb,2021,$461K
10453,Jun,2021,$473K
10453,Jul,2021,$476K
10453,Aug,2021,$479K
10453,Oct,2021,$485K
10453,Nov,2021,$487K
10453,Jan,2022,$493K
10453,Dec,2020,$460K
10453,Oct,2020,$451K
10453,Mar,2020,$434K
10453,Jan,2020,$431K
10453,Dec,2018,$381K
10453,Oct,2018,$376K
10453,Jul,2018,$356K
10453,Mar,2018,$339K
10453,Feb,2018,$332K
10453,Nov,2017,$321K
10453,Mar,2017,$300K
10453,Dec,2016,$293K
10453,Oct,2016,$287K
10453,Sep,2016,$285K
10453,Jun,2016,$279K
10453,Nov,2014,$289K
10453,Nov,2011,$292K
10453,Oct,2011,$296K
10453,May,2011,$293K
10453,Mar,2019,$394K
10453,May,2019,$405K
10453,Nov,2019,$416K
10453,Apr,2020,$434K
10453,Jun,2020,$441K
10453,Jul,2020,$442K
10453,Sep,2020,$445K
10453,Apr,2019,$400K
10453,Jan,2017,$296K
10453,Jul,2015,$271K
10454,Feb,2022,$723K
10454,Dec,2021,$737K
10454,Oct,2021,$734K
10454,Aug,2021,$723K
10454,Apr,2021,$694K
10454,Feb,2021,$671K
10454,Oct,2020,$655K
10454,Aug,2020,$650K
10454,May,2020,$645K
10454,Feb,2020,$644K
10454,Jan,2020,$639K
10454,Sep,2019,$632K
10454,Dec,2016,$587K
10454,Jun,2016,$553K
10454,Jul,2015,$518K
10454,Mar,2015,$501K
10454,Jan,2015,$500K
10454,Apr,2014,$507K
10454,Dec,2013,$518K
10454,May,2013,$481K
10454,Oct,2012,$442K
10454,Jun,2012,$460K
10454,Sep,2011,$496K
10454,May,2011,$504K
10454,Mar,2011,$513K
10454,Dec,2012,$448K
10454,Aug,2013,$499K
10454,Sep,2014,$495K
10454,Aug,2015,$519K
10454,Nov,2015,$522K
10454,Feb,2017,$595K
10454,May,2017,$618K
10454,Jul,2018,$559K
10454,Oct,2018,$573K
10454,Aug,2019,$632K
10454,Jan,2021,$666K
10454,Mar,2021,$685K
10454,Nov,2021,$736K
10454,Sep,2020,$653K
10454,Nov,2019,$632K
10454,Dec,2018,$592K
10454,Jun,2018,$559K
10454,Feb,2016,$533K
10454,Jun,2015,$511K
10454,Feb,2015,$500K
10454,Jul,2014,$498K
10454,Mar,2014,$512K
10454,Nov,2013,$520K
10454,Jan,2013,$454K
10454,Mar,2012,$465K
10454,Aug,2011,$501K
10454,Jun,2011,$501K
10454,Apr,2011,$509K
10454,Dec,2011,$480K
10454,Aug,2012,$449K
10454,Dec,2015,$528K
10454,Jun,2017,$616K
10454,Feb,2019,$604K
10454,Jul,2020,$649K
10454,Jun,2021,$707K
10454,Sep,2021,$729K
10454,Jun,2020,$646K
10454,Oct,2017,$619K
10454,Nov,2016,$585K
10454,Aug,2014,$496K
10454,Jan,2014,$517K
10454,Sep,2012,$443K
10454,Jan,2012,$472K
10454,Jul,2011,$503K
10454,Apr,2012,$464K
10454,May,2014,$506K
10454,Jan,2018,$593K
10454,Jan,2019,$600K
10454,May,2021,$700K
10454,Sep,2017,$617K
10454,May,2016,$550K
10454,May,2015,$504K
10454,Apr,2013,$473K
10454,Feb,2012,$469K
10454,Nov,2011,$485K
10454,Nov,2014,$494K
10454,Sep,2016,$576K
10454,Mar,2017,$610K
10454,Dec,2017,$602K
10454,Apr,2018,$558K
10454,Nov,2017,$611K
10454,Jul,2012,$454K
10454,Jun,2013,$488K
10454,Jul,2016,$561K
10454,Jul,2017,$616K
10454,Nov,2018,$584K
10454,Jul,2021,$714K
10454,Dec,2019,$637K
10454,May,2019,$621K
10454,Oct,2016,$579K
10454,Oct,2011,$491K
10454,Mar,2013,$464K
10454,Sep,2013,$509K
10454,Mar,2018,$567K
10454,Aug,2018,$561K
10454,Jan,2022,$730K
10454,Dec,2020,$661K
10454,Mar,2020,$644K
10454,Oct,2019,$634K
10454,Jun,2019,$624K
10454,Sep,2018,$567K
10454,Feb,2018,$584K
10454,Mar,2016,$537K
10454,Jan,2016,$527K
10454,Oct,2015,$519K
10454,Dec,2014,$496K
10454,Oct,2014,$493K
10454,Jun,2014,$502K
10454,Feb,2014,$516K
10454,Oct,2013,$517K
10454,Jul,2013,$492K
10454,May,2012,$461K
10454,Feb,2013,$459K
10454,Apr,2015,$502K
10454,Aug,2016,$570K
10454,May,2018,$556K
10454,Mar,2019,$611K
10454,Apr,2019,$618K
10454,Jul,2019,$627K
10454,Apr,2020,$643K
10454,Aug,2017,$616K
10454,Apr,2017,$616K
10454,Jan,2017,$591K
10454,Apr,2016,$544K
10454,Sep,2015,$518K
10454,Nov,2012,$442K
10454,Nov,2020,$660K
10455,Feb,2022,$393K
10455,Jan,2022,$390K
10455,Dec,2021,$391K
10455,Nov,2021,$392K
10455,Oct,2021,$393K
10455,Sep,2021,$391K
10455,Aug,2021,$389K
10455,Jul,2021,$387K
10455,Jun,2021,$386K
10455,May,2021,$383K
10455,Apr,2021,$380K
10455,Feb,2021,$378K
10455,Nov,2020,$384K
10455,Sep,2020,$384K
10455,Aug,2020,$386K
10455,Jul,2020,$389K
10455,Jun,2020,$388K
10455,May,2020,$385K
10455,Apr,2020,$382K
10455,Mar,2020,$384K
10455,Feb,2020,$384K
10455,Jan,2020,$381K
10455,Dec,2019,$373K
10455,Nov,2019,$367K
10455,Sep,2019,$361K
10455,May,2019,$345K
10455,Apr,2019,$347K
10455,Feb,2019,$337K
10455,Jan,2019,$334K
10455,Nov,2018,$336K
10455,Oct,2018,$334K
10455,Sep,2018,$330K
10455,Aug,2018,$326K
10455,Jul,2018,$324K
10455,May,2018,$315K
10455,Apr,2018,$308K
10455,Dec,2017,$297K
10455,Oct,2017,$299K
10455,Sep,2017,$299K
10455,Jul,2017,$297K
10455,Jun,2017,$294K
10455,May,2017,$290K
10455,Mar,2017,$281K
10455,Nov,2016,$272K
10455,Oct,2016,$267K
10455,Sep,2016,$263K
10455,Aug,2016,$259K
10455,Jul,2016,$259K
10455,May,2016,$260K
10455,Mar,2016,$261K
10455,Feb,2016,$259K
10455,Jan,2016,$257K
10455,Nov,2015,$253K
10455,Oct,2015,$253K
10455,Sep,2015,$256K
10455,Aug,2015,$256K
10455,Jul,2015,$255K
10455,Jun,2015,$252K
10455,Apr,2015,$246K
10455,Mar,2015,$244K
10455,Nov,2014,$231K
10455,Aug,2014,$230K
10455,Jul,2014,$230K
10455,Jun,2014,$231K
10455,Apr,2014,$234K
10455,Mar,2014,$236K
10455,Feb,2014,$238K
10455,Dec,2013,$244K
10455,Nov,2013,$244K
10455,Oct,2013,$242K
10455,Sep,2013,$236K
10455,Jul,2013,$224K
10455,Jun,2013,$219K
10455,May,2013,$215K
10455,Apr,2013,$213K
10455,Feb,2013,$214K
10455,Jan,2013,$215K
10455,Dec,2012,$214K
10455,Nov,2012,$212K
10455,Oct,2012,$210K
10455,Aug,2012,$215K
10455,Jul,2012,$220K
10455,Jun,2012,$224K
10455,May,2012,$225K
10455,Apr,2012,$222K
10455,Mar,2012,$219K
10455,Feb,2012,$218K
10455,Dec,2011,$214K
10455,Nov,2011,$211K
10455,Sep,2011,$209K
10455,Aug,2011,$209K
10455,Jul,2011,$207K
10455,Jun,2011,$207K
10455,May,2011,$208K
10455,Apr,2011,$210K
10455,Mar,2011,$212K
10455,Aug,2013,$230K
10455,Jan,2014,$240K
10455,May,2014,$233K
10455,Dec,2014,$234K
10455,Jan,2015,$238K
10455,Feb,2015,$242K
10455,May,2015,$249K
10455,Apr,2016,$261K
10455,Jun,2016,$258K
10455,Dec,2016,$276K
10455,Feb,2017,$278K
10455,Apr,2017,$285K
10455,Aug,2017,$299K
10455,Nov,2017,$297K
10455,Jan,2018,$298K
10455,Feb,2018,$300K
10455,Jun,2018,$320K
10455,Dec,2018,$335K
10455,Mar,2019,$342K
10455,Jun,2019,$344K
10455,Jul,2019,$347K
10455,Oct,2019,$364K
10455,Oct,2020,$383K
10455,Dec,2020,$384K
10455,Jan,2021,$381K
10455,Mar,2021,$379K
10455,Jan,2017,$277K
10455,Dec,2015,$254K
10455,Sep,2012,$211K
10455,Jan,2012,$216K
10455,Oct,2011,$210K
10455,Mar,2013,$213K
10455,Oct,2014,$231K
10455,Mar,2018,$303K
10455,Sep,2014,$230K
10455,Aug,2019,$355K
10456,Feb,2022,$318K
10456,Dec,2021,$320K
10456,Nov,2021,$320K
10456,Oct,2021,$318K
10456,Sep,2021,$317K
10456,Aug,2021,$315K
10456,Jul,2021,$313K
10456,May,2021,$311K
10456,Apr,2021,$309K
10456,Mar,2021,$307K
10456,Feb,2021,$304K
10456,Jan,2021,$302K
10456,Nov,2020,$300K
10456,Sep,2020,$302K
10456,Aug,2020,$303K
10456,Jul,2020,$305K
10456,Jun,2020,$304K
10456,May,2020,$303K
10456,Apr,2020,$303K
10456,Mar,2020,$303K
10456,Feb,2020,$305K
10456,Jan,2020,$305K
10456,Dec,2019,$305K
10456,Nov,2019,$304K
10456,Oct,2019,$300K
10456,Aug,2019,$289K
10456,Jul,2019,$287K
10456,Jun,2019,$286K
10456,May,2019,$287K
10456,Apr,2019,$288K
10456,Mar,2019,$286K
10456,Jan,2019,$284K
10456,Dec,2018,$284K
10456,Nov,2018,$281K
10456,Oct,2018,$283K
10456,Sep,2018,$284K
10456,Jul,2018,$284K
10456,May,2018,$281K
10456,Apr,2018,$278K
10456,Jan,2018,$268K
10456,Nov,2017,$266K
10456,Oct,2017,$265K
10456,Jul,2017,$258K
10456,May,2017,$249K
10456,Apr,2017,$245K
10456,Feb,2017,$241K
10456,Jan,2017,$240K
10456,Dec,2016,$239K
10456,Nov,2016,$236K
10456,Oct,2016,$231K
10456,Aug,2016,$221K
10456,Jun,2016,$221K
10456,Apr,2016,$222K
10456,Mar,2016,$221K
10456,Jan,2016,$216K
10456,Jun,2015,$205K
10456,Mar,2015,$198K
10456,Dec,2014,$193K
10456,Nov,2014,$191K
10456,Oct,2014,$192K
10456,Sep,2014,$192K
10456,Aug,2014,$192K
10456,Jul,2014,$191K
10456,Jun,2014,$191K
10456,May,2014,$191K
10456,Apr,2014,$191K
10456,Mar,2014,$189K
10456,Feb,2014,$188K
10456,Jan,2014,$189K
10456,Dec,2013,$191K
10456,Nov,2013,$190K
10456,Sep,2013,$184K
10456,Mar,2013,$175K
10456,Jan,2013,$178K
10456,Oct,2012,$188K
10456,Aug,2012,$195K
10456,Jun,2012,$201K
10456,Apr,2012,$204K
10456,Mar,2012,$204K
10456,Dec,2011,$199K
10456,Sep,2011,$191K
10456,Aug,2011,$190K
10456,Jul,2011,$191K
10456,Jun,2011,$191K
10456,May,2011,$191K
10456,Apr,2011,$189K
10456,Mar,2011,$188K
10456,Oct,2011,$192K
10456,Nov,2011,$195K
10456,Feb,2012,$205K
10456,May,2012,$203K
10456,Jul,2012,$198K
10456,Nov,2012,$183K
10456,Dec,2012,$180K
10456,Feb,2013,$176K
10456,May,2013,$175K
10456,Jun,2013,$177K
10456,Aug,2013,$181K
10456,Jan,2015,$195K
10456,Feb,2015,$197K
10456,Apr,2015,$200K
10456,Sep,2015,$210K
10456,Nov,2015,$210K
10456,Dec,2015,$213K
10456,Jul,2016,$221K
10456,Sep,2017,$265K
10456,Mar,2018,$275K
10456,Feb,2019,$285K
10456,Sep,2019,$295K
10456,Dec,2020,$300K
10456,Jan,2022,$319K
10456,Jun,2021,$312K
10456,Oct,2020,$300K
10456,Aug,2018,$286K
10456,Feb,2018,$271K
10456,Sep,2016,$225K
10456,Aug,2015,$210K
10456,May,2015,$201K
10456,Oct,2013,$187K
10456,Apr,2013,$174K
10456,Jan,2012,$202K
10456,Sep,2012,$191K
10456,Jul,2015,$208K
10456,Feb,2016,$219K
10456,Dec,2017,$266K
10456,Jun,2018,$283K
10456,Aug,2017,$262K
10456,Oct,2015,$209K
10456,May,2016,$222K
10456,Jul,2013,$179K
10456,Mar,2017,$243K
10456,Jun,2017,$253K
10457,Feb,2022,$278K
10457,Jan,2022,$278K
10457,Oct,2021,$276K
10457,Sep,2021,$274K
10457,Jul,2021,$270K
10457,Jun,2021,$270K
10457,May,2021,$270K
10457,Mar,2021,$268K
10457,Feb,2021,$264K
10457,Dec,2020,$264K
10457,Oct,2020,$265K
10457,Aug,2020,$265K
10457,Jun,2020,$264K
10457,Jan,2020,$258K
10457,Nov,2019,$253K
10457,Oct,2019,$252K
10457,Sep,2019,$250K
10457,Jun,2019,$242K
10457,May,2019,$242K
10457,Apr,2019,$242K
10457,Mar,2019,$240K
10457,Oct,2018,$235K
10457,Sep,2018,$233K
10457,Jun,2018,$234K
10457,Apr,2018,$233K
10457,Jan,2018,$228K
10457,Nov,2017,$226K
10457,Aug,2017,$224K
10457,Jul,2017,$223K
10457,May,2017,$221K
10457,Jan,2017,$222K
10457,Dec,2016,$222K
10457,Oct,2016,$220K
10457,Sep,2016,$218K
10457,Jul,2016,$214K
10457,Apr,2016,$208K
10457,Mar,2016,$205K
10457,Feb,2016,$204K
10457,Nov,2015,$199K
10457,Sep,2015,$197K
10457,Jul,2015,$197K
10457,Dec,2014,$187K
10457,Sep,2014,$188K
10457,Aug,2014,$187K
10457,Jul,2014,$185K
10457,Feb,2014,$188K
10457,Nov,2013,$190K
10457,Oct,2013,$189K
10457,Aug,2013,$185K
10457,Feb,2013,$183K
10457,Nov,2012,$177K
10457,Oct,2012,$174K
10457,Sep,2012,$176K
10457,Jul,2012,$177K
10457,Jun,2012,$178K
10457,May,2012,$178K
10457,Apr,2012,$176K
10457,Mar,2012,$176K
10457,Feb,2012,$177K
10457,Dec,2011,$181K
10457,Sep,2011,$185K
10457,Apr,2011,$181K
10457,Mar,2011,$179K
10457,Jul,2011,$184K
10457,Nov,2011,$183K
10457,Apr,2013,$183K
10457,Jun,2013,$185K
10457,Jul,2013,$185K
10457,Dec,2013,$188K
10457,Mar,2014,$188K
10457,Jan,2015,$188K
10457,Mar,2015,$192K
10457,Apr,2015,$193K
10457,Jun,2015,$196K
10457,Aug,2015,$197K
10457,Oct,2015,$197K
10457,Dec,2015,$201K
10457,Jan,2016,$202K
10457,May,2016,$210K
10457,Feb,2017,$221K
10457,Sep,2017,$225K
10457,Oct,2017,$225K
10457,Feb,2018,$228K
10457,Mar,2018,$231K
10457,Dec,2018,$238K
10457,Jan,2019,$239K
10457,Jul,2019,$244K
10457,Dec,2019,$256K
10457,Feb,2020,$260K
10457,Mar,2020,$259K
10457,May,2020,$261K
10457,Sep,2020,$264K
10457,Nov,2020,$265K
10457,Jan,2021,$264K
10457,Apr,2021,$269K
10457,Aug,2021,$272K
10457,Dec,2021,$278K
10457,Nov,2021,$276K
10457,Apr,2020,$260K
10457,Feb,2019,$240K
10457,Nov,2018,$236K
10457,Aug,2018,$232K
10457,Dec,2017,$227K
10457,Mar,2017,$221K
10457,Nov,2016,$221K
10457,Jun,2016,$212K
10457,May,2015,$194K
10457,Oct,2014,$188K
10457,May,2014,$185K
10457,Jan,2013,$183K
10457,Dec,2012,$179K
10457,Aug,2012,$176K
10457,Jan,2012,$178K
10457,Oct,2011,$185K
10457,Aug,2011,$185K
10457,Jun,2011,$183K
10457,May,2011,$182K
10457,Mar,2013,$183K
10457,May,2013,$185K
10457,Sep,2013,$186K
10457,Feb,2015,$190K
10457,Jul,2020,$266K
10457,Aug,2019,$247K
10457,Jul,2018,$232K
10457,May,2018,$234K
10457,Jun,2014,$184K
10457,Apr,2014,$186K
10457,Aug,2016,$216K
10457,Apr,2017,$220K
10457,Nov,2014,$187K
10457,Jan,2014,$187K
10457,Jun,2017,$221K
10458,Feb,2022,$234K
10458,Jan,2022,$236K
10458,Oct,2021,$237K
10458,Jul,2021,$228K
10458,May,2021,$223K
10458,Dec,2020,$200K
10458,Oct,2020,$189K
10458,Aug,2020,$184K
10458,Mar,2020,$175K
10458,Oct,2019,$184K
10458,Sep,2019,$185K
10458,Aug,2019,$184K
10458,Mar,2019,$182K
10458,Dec,2018,$172K
10458,Nov,2018,$172K
10458,Aug,2018,$168K
10458,Jun,2018,$167K
10458,Mar,2018,$164K
10458,Nov,2017,$163K
10458,Oct,2017,$161K
10458,Aug,2017,$160K
10458,Jul,2017,$160K
10458,May,2017,$158K
10458,Feb,2017,$159K
10458,Sep,2016,$152K
10458,Jul,2016,$150K
10458,Mar,2016,$146K
10458,Mar,2015,$133K
10458,Oct,2014,$130K
10458,Mar,2014,$136K
10458,Dec,2013,$133K
10458,Aug,2013,$129K
10458,Apr,2013,$129K
10458,Feb,2013,$135K
10458,Nov,2012,$137K
10458,Sep,2012,$136K
10458,Jul,2012,$137K
10458,Apr,2012,$139K
10458,Feb,2012,$139K
10458,Dec,2011,$139K
10458,Jun,2011,$144K
